Lote,FechaInicioPlantacion,FechaFinPlantacion,Precipitacion_mm (400-1000),Temperatura_C (18-28),Humedad_porcentaje (50-90),HorasSol_dia (12-13),Altitud_msnm (0-3200),CostoTotal_USD (3000-5000),Produccion_qt (400-500),Produccion_kg (40000-50000),Fertilizante_NPK (N-P-K),ModoRiego (Aspersion/Goteo/Gravedad),Riego_Etapa1_mm (20-50),Riego_Etapa2_mm (30-60),Riego_Etapa3_mm (40-70),DistanciaMecanizacion_m (10-50),DistanciaSiembra_m (0.5-1.0),TipoSuelo (Arenoso/Arcilloso/Franco),pH_Suelo (5.5-7.5)
9218,5048-03-27,5048-07-25,629.85,27.95,60.98,12.32,1721.99,3052.57,493.4,47907.0,N-15 P-14 K-16,Gravedad,40.97,34.19,65.06,42.64,0.7,Franco,6.4
9219,5048-07-25,5048-11-22,405.88,19.38,52.72,12.72,2833.88,3568.61,439.1,41832.0,N-16 P-17 K-10,Goteo,45.56,39.64,51.95,20.1,0.6,Arenoso,6.6
9220,5048-11-22,5049-03-22,926.79,18.44,64.01,12.33,2255.04,4361.09,435.09,44275.0,N-16 P-20 K-11,Gravedad,28.03,43.02,43.81,19.84,0.8,Arcilloso,6.1
9221,5049-03-22,5049-07-20,524.3,24.22,78.29,12.94,856.69,3984.72,472.28,49369.0,N-18 P-19 K-16,Goteo,24.65,32.36,48.4,25.46,0.8,Franco,6.0
9222,5049-07-20,5049-11-17,573.69,19.73,75.14,12.15,1550.89,3130.35,494.27,47452.0,N-10 P-12 K-11,Gravedad,44.86,43.99,60.29,28.3,0.9,Arcilloso,5.8
9223,5049-11-17,5050-03-17,510.03,23.28,62.24,12.06,1574.35,4498.74,409.98,40630.0,N-12 P-17 K-18,Goteo,38.22,30.22,57.06,48.1,0.7,Arcilloso,6.9
9224,5050-03-17,5050-07-15,907.45,24.34,87.74,12.44,1925.96,4312.01,465.5,46772.0,N-18 P-12 K-16,Gravedad,27.93,51.84,53.04,22.58,0.8,Franco,5.5
9225,5050-07-15,5050-11-12,849.2,25.64,61.85,12.2,2136.46,3091.74,423.4,46985.0,N-11 P-12 K-13,Aspersion,49.65,39.87,55.08,48.44,0.6,Arcilloso,7.4
9226,5050-11-12,5051-03-12,779.67,22.66,87.52,12.18,1404.36,4617.49,442.31,43697.0,N-14 P-18 K-20,Goteo,41.28,53.99,69.63,13.4,0.7,Franco,6.6
9227,5051-03-12,5051-07-10,819.83,21.2,58.68,12.5,2070.42,4556.98,489.62,45213.0,N-16 P-12 K-16,Gravedad,31.7,52.57,62.39,26.1,0.6,Arcilloso,6.0
9228,5051-07-10,5051-11-07,420.88,19.83,78.41,12.82,199.59,4109.18,431.62,48877.0,N-16 P-17 K-14,Gravedad,27.83,56.33,50.85,36.05,0.7,Arcilloso,6.2
9229,5051-11-07,5052-03-06,922.34,22.21,81.6,12.25,2589.64,4748.66,465.09,48743.0,N-11 P-19 K-12,Goteo,37.3,51.2,53.31,28.99,0.8,Arcilloso,5.5
9230,5052-03-06,5052-07-04,525.02,20.16,64.62,12.4,488.62,3096.79,431.67,44549.0,N-13 P-18 K-19,Gravedad,36.04,55.62,58.68,17.19,0.6,Arcilloso,5.9
9231,5052-07-04,5052-11-01,522.22,26.62,65.27,12.53,931.35,3636.38,419.45,40297.0,N-19 P-10 K-13,Aspersion,32.42,38.82,67.25,24.84,0.7,Arenoso,6.4
9232,5052-11-01,5053-03-01,448.93,20.01,67.96,12.52,1137.31,3947.64,495.05,42979.0,N-16 P-19 K-19,Gravedad,40.52,58.45,42.92,39.53,1.0,Arenoso,6.7
9233,5053-03-01,5053-06-29,710.71,26.76,82.61,12.55,1406.03,3142.56,402.51,44828.0,N-18 P-11 K-10,Gravedad,40.64,47.44,43.25,42.22,0.8,Arenoso,6.3
9234,5053-06-29,5053-10-27,821.88,22.28,69.94,12.7,227.78,3413.2,479.65,47930.0,N-16 P-12 K-19,Aspersion,46.85,56.48,46.69,32.38,1.0,Arcilloso,7.0
9235,5053-10-27,5054-02-24,483.18,18.97,53.48,12.25,3143.34,4600.37,432.95,49942.0,N-18 P-14 K-18,Aspersion,46.07,44.51,67.35,45.79,0.9,Arcilloso,6.9
9236,5054-02-24,5054-06-24,919.47,22.12,52.88,12.04,724.29,4725.43,409.42,44285.0,N-17 P-11 K-10,Gravedad,35.5,58.49,68.14,34.27,0.8,Arenoso,5.7
9237,5054-06-24,5054-10-22,693.86,27.38,77.96,12.35,3093.13,4193.66,420.23,46049.0,N-10 P-16 K-19,Goteo,29.62,50.76,69.32,24.87,0.7,Arcilloso,5.7
9238,5054-10-22,5055-02-19,996.24,20.36,67.1,12.18,2645.39,3310.61,400.16,43401.0,N-13 P-16 K-16,Aspersion,39.91,41.15,66.46,16.66,0.8,Franco,7.5
9239,5055-02-19,5055-06-19,635.79,18.33,79.25,12.0,1326.29,3589.51,464.11,47612.0,N-12 P-13 K-19,Aspersion,49.72,45.93,60.69,30.46,0.8,Arenoso,7.3
9240,5055-06-19,5055-10-17,565.3,21.22,61.3,12.75,2351.94,4787.73,424.09,43919.0,N-10 P-15 K-10,Gravedad,37.23,58.38,43.58,11.74,0.8,Arenoso,7.2
9241,5055-10-17,5056-02-14,790.37,25.8,57.16,12.41,348.3,4651.03,433.58,46201.0,N-14 P-13 K-11,Gravedad,31.3,32.0,52.29,22.43,0.7,Arenoso,6.1
9242,5056-02-14,5056-06-13,506.44,24.89,80.76,12.4,2821.94,3132.67,412.58,43958.0,N-11 P-16 K-13,Goteo,24.4,35.74,62.08,28.75,0.5,Arcilloso,7.3
9243,5056-06-13,5056-10-11,600.62,20.72,73.44,12.24,926.62,4380.41,482.41,42397.0,N-17 P-20 K-17,Aspersion,26.59,31.31,66.7,17.71,0.8,Franco,5.6
9244,5056-10-11,5057-02-08,758.3,27.46,52.21,12.53,777.19,4799.38,417.27,43468.0,N-19 P-14 K-12,Aspersion,44.1,33.48,58.3,11.66,0.7,Franco,6.4
9245,5057-02-08,5057-06-08,821.04,22.73,69.79,12.63,816.51,4150.05,423.82,43277.0,N-17 P-16 K-18,Aspersion,25.98,30.38,53.93,25.76,0.6,Franco,5.5
9246,5057-06-08,5057-10-06,749.84,25.94,56.3,12.45,1510.09,4274.9,401.91,49347.0,N-11 P-11 K-15,Goteo,40.48,43.04,52.25,38.53,0.9,Franco,6.4
9247,5057-10-06,5058-02-03,787.66,18.41,70.93,12.65,2168.22,3524.96,427.6,41516.0,N-19 P-12 K-15,Aspersion,26.28,53.7,67.25,12.92,0.8,Arcilloso,5.5
9248,5058-02-03,5058-06-03,509.88,24.37,75.09,12.99,1658.71,4477.15,452.09,41445.0,N-18 P-15 K-12,Goteo,45.12,57.92,51.8,31.88,0.8,Franco,6.5
9249,5058-06-03,5058-10-01,532.45,20.15,77.2,12.0,2239.32,4636.85,459.67,44288.0,N-18 P-10 K-17,Goteo,38.37,56.72,54.79,10.77,0.5,Franco,6.8
9250,5058-10-01,5059-01-29,760.52,18.12,63.17,12.96,1651.49,4397.94,402.58,44352.0,N-18 P-20 K-11,Aspersion,20.41,46.62,68.58,14.47,0.6,Franco,5.6
9251,5059-01-29,5059-05-29,905.15,20.61,52.62,12.53,1098.42,4208.08,453.7,47827.0,N-14 P-18 K-17,Aspersion,36.23,56.79,44.63,37.57,1.0,Arcilloso,6.0
9252,5059-05-29,5059-09-26,739.13,21.42,56.87,12.78,686.92,4850.74,456.4,48905.0,N-11 P-12 K-11,Aspersion,20.34,44.65,50.26,26.42,0.6,Franco,6.1
9253,5059-09-26,5060-01-24,959.8,20.44,59.87,12.4,1563.43,3478.16,470.19,46717.0,N-20 P-11 K-13,Aspersion,43.87,34.73,51.12,20.56,0.8,Arenoso,7.2
9254,5060-01-24,5060-05-23,894.42,27.51,84.87,12.91,2213.75,4557.19,453.6,47687.0,N-15 P-15 K-16,Goteo,23.07,31.38,58.7,37.77,0.8,Arcilloso,5.8
9255,5060-05-23,5060-09-20,594.31,26.73,52.17,12.27,2632.7,3417.55,438.14,40100.0,N-18 P-17 K-17,Goteo,34.56,42.1,51.18,19.06,1.0,Arcilloso,6.4
9256,5060-09-20,5061-01-18,449.17,22.25,60.35,12.65,1922.1,3551.32,426.6,48490.0,N-16 P-19 K-14,Aspersion,29.65,54.69,41.21,35.39,0.5,Arenoso,6.8
9257,5061-01-18,5061-05-18,459.37,20.55,64.05,12.43,40.2,4364.9,486.86,40980.0,N-17 P-11 K-20,Gravedad,25.48,34.69,52.92,41.72,1.0,Arenoso,5.8
9258,5061-05-18,5061-09-15,629.73,27.69,81.78,12.86,2381.74,4566.54,437.21,41224.0,N-10 P-10 K-14,Aspersion,39.17,34.11,58.59,28.06,0.6,Arcilloso,6.9
9259,5061-09-15,5062-01-13,722.71,23.39,87.66,12.85,2202.73,3487.59,488.69,43268.0,N-10 P-17 K-16,Goteo,45.06,48.95,61.07,42.54,0.8,Arenoso,7.2
9260,5062-01-13,5062-05-13,667.37,26.3,83.25,12.9,1963.05,3540.73,450.89,46898.0,N-19 P-19 K-17,Goteo,24.4,43.24,53.67,23.92,0.9,Arcilloso,5.7
9261,5062-05-13,5062-09-10,958.66,19.54,54.86,12.84,1544.19,3351.76,430.17,43437.0,N-10 P-12 K-11,Aspersion,49.05,39.29,51.43,17.62,0.8,Arcilloso,6.3
9262,5062-09-10,5063-01-08,967.4,21.85,82.1,12.36,284.25,3028.1,406.12,44808.0,N-17 P-20 K-18,Gravedad,46.75,44.25,40.1,27.57,0.9,Arcilloso,5.5
9263,5063-01-08,5063-05-08,491.19,27.37,60.15,12.5,2334.4,3473.03,471.93,41929.0,N-11 P-19 K-16,Aspersion,23.49,59.54,49.12,14.08,0.7,Arenoso,6.7
9264,5063-05-08,5063-09-05,977.51,19.56,69.37,12.76,888.59,4247.09,425.89,42937.0,N-13 P-10 K-18,Goteo,33.27,51.14,56.9,15.99,0.7,Franco,6.7
9265,5063-09-05,5064-01-03,434.99,21.86,71.45,12.61,2052.27,4961.41,452.37,48563.0,N-14 P-12 K-18,Goteo,42.01,37.83,69.82,45.29,0.9,Franco,5.5
9266,5064-01-03,5064-05-02,876.07,25.37,67.44,12.04,245.44,3419.34,412.51,41082.0,N-20 P-17 K-13,Gravedad,37.2,39.88,41.99,36.14,0.7,Arenoso,5.9
9267,5064-05-02,5064-08-30,930.78,28.0,86.67,12.57,1793.46,4190.2,438.22,47304.0,N-14 P-20 K-10,Aspersion,39.09,40.94,53.12,17.45,0.9,Arenoso,5.7
9268,5064-08-30,5064-12-28,497.48,22.92,70.08,12.16,944.1,3256.15,489.87,45539.0,N-20 P-18 K-17,Aspersion,29.66,39.69,62.51,22.66,0.6,Arcilloso,5.5
9269,5064-12-28,5065-04-27,602.13,23.01,51.27,12.82,2278.16,3405.48,426.33,46554.0,N-15 P-10 K-10,Gravedad,42.15,46.3,49.7,40.85,0.8,Arcilloso,6.3
9270,5065-04-27,5065-08-25,876.03,20.71,64.87,12.69,1718.31,4219.16,444.52,41666.0,N-11 P-17 K-17,Goteo,26.74,52.22,41.11,18.09,0.7,Arcilloso,6.8
9271,5065-08-25,5065-12-23,968.52,20.7,54.11,12.48,360.3,4894.39,401.33,46765.0,N-10 P-18 K-11,Aspersion,25.8,46.79,47.73,25.68,0.8,Franco,6.1
9272,5065-12-23,5066-04-22,959.63,23.44,67.65,12.92,33.54,4393.78,434.69,44155.0,N-12 P-17 K-11,Gravedad,26.38,41.03,69.6,25.58,0.5,Arenoso,5.8
9273,5066-04-22,5066-08-20,647.09,22.43,61.72,12.58,3088.06,4002.78,488.35,41038.0,N-15 P-10 K-10,Goteo,45.25,47.8,61.56,10.99,0.7,Arcilloso,6.0
9274,5066-08-20,5066-12-18,972.04,19.72,79.42,12.9,919.8,4124.99,464.64,47996.0,N-19 P-20 K-10,Goteo,21.92,38.18,66.05,33.46,0.9,Arenoso,6.9
9275,5066-12-18,5067-04-17,482.3,21.26,57.33,12.08,2515.13,4578.27,470.55,44221.0,N-11 P-14 K-10,Goteo,31.4,51.03,57.59,11.82,0.5,Franco,6.1
9276,5067-04-17,5067-08-15,676.03,23.05,86.24,12.18,1139.87,3520.24,488.91,42901.0,N-15 P-10 K-14,Goteo,47.29,33.54,67.99,27.53,0.9,Arenoso,5.9
9277,5067-08-15,5067-12-13,447.02,23.55,84.67,12.05,2578.82,4919.56,456.18,45516.0,N-10 P-16 K-14,Goteo,33.1,48.59,62.99,35.73,0.9,Arcilloso,6.9
9278,5067-12-13,5068-04-11,490.39,20.12,66.39,12.85,569.66,4870.7,477.17,48275.0,N-18 P-17 K-12,Gravedad,37.92,41.1,64.94,31.66,1.0,Franco,7.0
9279,5068-04-11,5068-08-09,828.15,24.54,64.65,12.29,2178.86,3799.67,418.2,48704.0,N-15 P-15 K-16,Aspersion,45.52,36.14,60.8,47.64,0.6,Arcilloso,7.0
9280,5068-08-09,5068-12-07,810.13,25.74,79.98,12.33,433.93,3014.09,461.78,43247.0,N-19 P-18 K-19,Aspersion,49.63,33.77,47.12,43.27,0.5,Arcilloso,7.5
9281,5068-12-07,5069-04-06,443.04,27.12,67.89,12.43,2338.06,3154.77,402.93,46238.0,N-16 P-13 K-11,Aspersion,22.58,43.72,54.39,46.71,0.9,Franco,6.0
9282,5069-04-06,5069-08-04,761.97,20.68,85.61,12.36,1939.67,4735.82,453.64,41532.0,N-14 P-12 K-17,Goteo,29.21,48.12,65.67,36.79,0.9,Arenoso,5.7
9283,5069-08-04,5069-12-02,893.88,23.79,67.68,12.93,1158.87,3442.64,428.53,40257.0,N-15 P-17 K-18,Gravedad,39.05,55.05,53.43,28.21,1.0,Arenoso,7.4
9284,5069-12-02,5070-04-01,683.2,18.23,59.45,12.72,89.71,3815.51,496.33,41857.0,N-10 P-17 K-13,Goteo,40.87,42.53,61.88,26.95,0.7,Franco,5.6
9285,5070-04-01,5070-07-30,451.4,19.04,87.74,12.81,1988.32,4241.84,470.92,45120.0,N-11 P-20 K-12,Gravedad,26.89,37.64,58.27,35.36,0.8,Arcilloso,5.5
9286,5070-07-30,5070-11-27,636.08,23.91,83.48,12.95,218.03,4962.67,448.92,41436.0,N-10 P-19 K-10,Gravedad,21.52,46.91,67.12,45.39,0.8,Arcilloso,6.5
9287,5070-11-27,5071-03-27,916.28,23.41,51.27,12.01,1120.56,3009.96,463.78,48481.0,N-10 P-20 K-12,Aspersion,47.35,54.57,41.0,26.46,0.5,Franco,6.7
9288,5071-03-27,5071-07-25,788.26,21.27,72.33,12.71,2737.54,3775.23,464.59,41591.0,N-15 P-11 K-15,Aspersion,44.83,56.9,41.37,28.42,0.7,Arcilloso,7.4
9289,5071-07-25,5071-11-22,566.79,22.27,56.44,12.98,107.44,4264.16,423.51,41602.0,N-17 P-11 K-14,Aspersion,40.03,51.95,56.49,21.05,1.0,Arcilloso,5.6
9290,5071-11-22,5072-03-21,946.85,20.53,61.98,12.76,2747.25,3115.04,401.52,40748.0,N-17 P-18 K-14,Goteo,27.24,49.3,47.72,12.92,0.9,Franco,7.3
9291,5072-03-21,5072-07-19,600.83,19.78,65.42,12.58,805.88,4403.71,460.53,45333.0,N-15 P-13 K-19,Goteo,43.99,51.2,55.78,24.8,0.6,Arenoso,7.4
9292,5072-07-19,5072-11-16,914.25,19.64,60.68,12.1,1512.3,3583.75,430.65,40232.0,N-12 P-16 K-14,Goteo,33.96,57.32,57.42,22.54,1.0,Arcilloso,6.6
9293,5072-11-16,5073-03-16,743.59,21.53,85.26,12.24,3161.56,4766.7,439.56,44609.0,N-14 P-13 K-10,Gravedad,20.66,46.66,51.28,13.03,0.6,Arenoso,7.0
9294,5073-03-16,5073-07-14,593.85,26.19,55.85,12.95,1239.35,3388.72,440.86,49789.0,N-14 P-11 K-14,Goteo,20.4,39.51,61.49,49.86,0.8,Arcilloso,6.8
9295,5073-07-14,5073-11-11,665.07,20.57,53.14,12.98,330.42,4091.62,492.73,40038.0,N-18 P-10 K-10,Gravedad,25.28,50.2,63.09,24.54,0.9,Arenoso,6.6
9296,5073-11-11,5074-03-11,996.11,25.2,52.38,12.95,1968.94,3220.65,416.92,48193.0,N-20 P-19 K-12,Aspersion,29.61,56.08,47.09,13.74,0.6,Arenoso,6.0
9297,5074-03-11,5074-07-09,973.37,26.13,85.21,12.58,1581.65,4780.77,478.38,43663.0,N-10 P-10 K-16,Aspersion,42.88,52.29,40.92,19.16,0.9,Arenoso,6.2
9298,5074-07-09,5074-11-06,772.83,19.02,63.11,12.19,398.98,3226.46,423.03,47261.0,N-20 P-15 K-14,Goteo,25.22,40.68,50.16,19.38,0.5,Arcilloso,6.2
9299,5074-11-06,5075-03-06,665.41,24.13,66.57,12.09,2953.09,4628.63,428.36,40507.0,N-12 P-10 K-13,Gravedad,26.5,52.56,67.21,45.91,0.9,Arenoso,6.8
9300,5075-03-06,5075-07-04,802.04,25.4,56.89,12.94,1873.25,3292.44,484.03,45145.0,N-18 P-14 K-20,Aspersion,44.5,52.67,66.68,44.09,0.6,Franco,6.6
9301,5075-07-04,5075-11-01,958.7,22.46,80.64,12.77,2117.44,3895.46,460.62,48543.0,N-14 P-20 K-20,Gravedad,31.01,41.3,45.3,18.45,0.7,Franco,5.8
9302,5075-11-01,5076-02-29,584.82,24.76,66.94,12.83,3086.61,4918.74,427.57,41796.0,N-16 P-12 K-19,Gravedad,34.16,50.56,40.4,11.47,0.6,Arenoso,6.3
9303,5076-02-29,5076-06-28,519.96,21.78,88.73,12.27,3137.36,4871.68,446.84,46807.0,N-18 P-10 K-19,Gravedad,25.39,59.38,68.42,41.49,0.6,Arenoso,5.6
9304,5076-06-28,5076-10-26,533.5,20.05,56.12,12.09,547.79,3108.08,425.04,45932.0,N-10 P-20 K-13,Aspersion,37.86,35.07,58.98,32.29,1.0,Franco,6.6
9305,5076-10-26,5077-02-23,589.19,24.65,57.14,12.42,200.96,3647.46,485.83,43672.0,N-10 P-16 K-13,Goteo,48.58,55.46,68.62,49.86,0.9,Arcilloso,7.3
9306,5077-02-23,5077-06-23,520.37,21.25,53.75,12.14,1411.26,4447.02,477.45,44903.0,N-13 P-17 K-20,Aspersion,34.1,48.66,63.54,41.68,0.6,Franco,7.1
9307,5077-06-23,5077-10-21,870.27,26.32,81.75,12.45,1280.07,4491.86,445.65,45881.0,N-10 P-17 K-15,Aspersion,40.31,52.77,61.53,48.52,1.0,Franco,6.6
9308,5077-10-21,5078-02-18,741.97,27.0,52.01,12.06,500.97,4077.05,440.11,43627.0,N-19 P-13 K-17,Goteo,23.92,58.47,67.61,33.81,0.5,Arenoso,6.3
9309,5078-02-18,5078-06-18,495.12,25.97,74.8,12.01,1036.77,3510.16,458.82,48107.0,N-15 P-14 K-12,Aspersion,22.16,56.79,57.06,41.66,0.6,Arenoso,5.9
9310,5078-06-18,5078-10-16,538.28,26.31,69.08,12.89,2515.46,4089.79,476.54,49747.0,N-20 P-20 K-15,Aspersion,23.24,50.24,41.21,44.28,1.0,Arenoso,5.8
9311,5078-10-16,5079-02-13,555.65,19.16,57.5,12.74,251.04,4428.0,453.37,42382.0,N-20 P-20 K-15,Aspersion,20.75,55.77,68.17,40.82,0.7,Arenoso,7.1
9312,5079-02-13,5079-06-13,556.88,23.28,58.71,12.6,1988.35,4872.26,474.09,41791.0,N-15 P-20 K-19,Gravedad,41.02,42.94,52.37,10.51,0.9,Arenoso,6.8
9313,5079-06-13,5079-10-11,961.21,26.25,56.66,12.05,1563.96,3690.69,431.59,43402.0,N-10 P-15 K-12,Gravedad,29.81,42.75,66.39,18.57,0.9,Franco,6.4
9314,5079-10-11,5080-02-08,402.12,27.23,77.38,12.7,79.4,4230.97,482.23,49098.0,N-18 P-20 K-14,Goteo,22.73,36.58,67.52,13.2,0.8,Franco,6.9
9315,5080-02-08,5080-06-07,640.49,23.38,88.4,12.32,2539.52,4870.81,470.22,49514.0,N-11 P-12 K-15,Gravedad,28.82,40.27,41.71,43.11,0.6,Franco,6.6
9316,5080-06-07,5080-10-05,918.62,19.39,56.28,12.38,102.04,4240.91,469.7,45496.0,N-12 P-14 K-11,Gravedad,34.54,31.27,69.76,29.8,0.6,Arcilloso,6.1
9317,5080-10-05,5081-02-02,931.03,24.01,56.33,12.4,3184.21,3290.29,404.47,47607.0,N-12 P-11 K-11,Aspersion,33.41,51.07,58.68,30.2,0.7,Franco,6.6
9318,5081-02-02,5081-06-02,677.74,19.08,63.47,12.16,1129.93,4592.88,450.76,49358.0,N-13 P-17 K-15,Gravedad,30.49,54.5,52.01,21.25,1.0,Arenoso,6.5
9319,5081-06-02,5081-09-30,602.17,19.79,79.57,12.23,3161.7,4064.32,421.95,47068.0,N-17 P-15 K-20,Gravedad,45.83,54.43,62.11,10.84,1.0,Arenoso,7.2
9320,5081-09-30,5082-01-28,981.5,21.47,59.89,12.34,728.97,3938.35,412.74,48213.0,N-10 P-10 K-12,Goteo,22.25,56.52,42.13,13.09,0.7,Arcilloso,5.6
9321,5082-01-28,5082-05-28,448.11,20.43,55.4,12.42,2307.89,4458.56,493.61,46475.0,N-17 P-11 K-13,Gravedad,35.09,30.03,68.22,39.16,0.8,Arcilloso,6.0
9322,5082-05-28,5082-09-25,418.76,27.78,55.91,12.28,735.89,3850.57,439.69,43140.0,N-20 P-18 K-15,Gravedad,29.55,53.51,56.2,42.35,0.9,Arenoso,5.7
9323,5082-09-25,5083-01-23,670.8,20.36,85.37,12.96,2791.5,3788.81,487.26,45316.0,N-19 P-18 K-14,Goteo,41.7,35.79,43.0,40.33,0.6,Franco,5.5
9324,5083-01-23,5083-05-23,644.23,22.49,82.73,12.99,1185.74,3602.29,464.6,45570.0,N-17 P-15 K-13,Gravedad,33.43,41.46,53.88,45.66,0.9,Franco,6.2
9325,5083-05-23,5083-09-20,577.45,19.28,53.22,12.81,621.66,3281.0,473.92,43358.0,N-16 P-16 K-17,Goteo,36.42,35.05,46.93,30.31,0.6,Arcilloso,5.9
9326,5083-09-20,5084-01-18,594.72,24.42,77.18,12.22,2110.66,3328.17,452.34,44200.0,N-15 P-12 K-14,Aspersion,20.76,52.88,60.79,35.77,0.9,Arenoso,6.8
9327,5084-01-18,5084-05-17,559.87,27.87,79.21,12.21,1343.65,4718.06,439.82,40420.0,N-18 P-11 K-12,Goteo,23.77,50.68,60.48,27.39,0.9,Arcilloso,7.4
9328,5084-05-17,5084-09-14,847.43,20.27,50.66,12.73,168.25,3017.59,473.47,43774.0,N-18 P-14 K-20,Aspersion,24.63,53.12,61.13,33.79,0.8,Franco,6.8
9329,5084-09-14,5085-01-12,931.83,26.39,81.21,12.93,2342.54,4214.97,418.19,40145.0,N-16 P-11 K-18,Gravedad,28.36,45.62,57.74,49.2,0.8,Arcilloso,6.7
9330,5085-01-12,5085-05-12,793.27,21.66,86.4,12.68,2770.28,3235.92,400.84,43020.0,N-20 P-14 K-17,Gravedad,36.7,56.65,60.59,12.02,0.7,Arenoso,5.7
9331,5085-05-12,5085-09-09,964.31,18.13,56.85,12.44,1786.21,4498.9,487.66,42379.0,N-14 P-15 K-18,Gravedad,34.95,33.7,43.15,45.58,0.7,Franco,6.0
9332,5085-09-09,5086-01-07,469.16,19.23,88.94,12.79,1705.14,3520.19,459.44,40841.0,N-13 P-12 K-14,Gravedad,21.9,39.02,57.79,36.72,0.6,Franco,6.6
9333,5086-01-07,5086-05-07,432.94,25.82,60.64,12.06,364.32,4943.14,486.42,49995.0,N-19 P-17 K-18,Aspersion,27.69,59.0,65.44,42.19,0.6,Arenoso,6.0
9334,5086-05-07,5086-09-04,744.74,24.37,63.06,12.46,1910.54,3983.47,421.31,42081.0,N-19 P-16 K-14,Aspersion,44.91,48.02,57.25,47.31,0.6,Arenoso,6.7
9335,5086-09-04,5087-01-02,877.79,18.14,72.08,12.92,1316.8,4937.61,489.47,46447.0,N-15 P-12 K-17,Aspersion,42.34,36.72,62.59,37.11,0.7,Arenoso,7.0
9336,5087-01-02,5087-05-02,706.25,18.93,51.14,12.23,571.56,4041.45,421.67,44272.0,N-18 P-14 K-20,Gravedad,37.04,52.35,66.78,23.16,0.8,Arenoso,6.9
9337,5087-05-02,5087-08-30,578.8,22.6,59.9,12.69,2709.23,3023.34,431.41,44920.0,N-19 P-14 K-10,Gravedad,32.03,36.15,41.76,49.58,0.8,Franco,6.2
9338,5087-08-30,5087-12-28,981.79,19.43,88.44,12.5,75.77,3930.65,483.2,46523.0,N-20 P-16 K-17,Gravedad,34.07,47.65,54.51,14.59,0.8,Franco,6.1
9339,5087-12-28,5088-04-26,934.21,27.87,79.02,12.67,2533.53,3330.62,473.26,43153.0,N-13 P-13 K-13,Gravedad,38.16,33.94,60.29,17.47,0.8,Arenoso,6.1
9340,5088-04-26,5088-08-24,817.05,23.3,79.06,12.77,2809.56,4228.5,467.91,47232.0,N-19 P-14 K-14,Goteo,36.33,53.38,48.3,31.9,0.6,Arcilloso,6.1
9341,5088-08-24,5088-12-22,475.78,27.0,64.36,12.28,1295.87,3816.93,498.81,44883.0,N-19 P-14 K-20,Aspersion,34.57,35.74,43.57,37.15,0.7,Arenoso,5.7
9342,5088-12-22,5089-04-21,908.57,19.34,59.53,12.76,1772.69,3162.1,400.77,47333.0,N-14 P-18 K-18,Aspersion,49.31,48.14,48.05,12.88,0.6,Arcilloso,7.3
9343,5089-04-21,5089-08-19,602.81,27.86,70.24,12.7,2948.8,3076.42,473.2,44187.0,N-11 P-10 K-20,Goteo,34.12,48.19,50.14,19.06,0.6,Arenoso,6.8
9344,5089-08-19,5089-12-17,521.85,27.99,64.25,12.36,1519.2,3759.53,481.0,42446.0,N-17 P-19 K-19,Aspersion,42.09,48.16,48.54,35.67,0.8,Arenoso,6.6
9345,5089-12-17,5090-04-16,405.3,25.11,73.09,12.59,394.21,3054.39,410.77,42049.0,N-13 P-14 K-10,Aspersion,32.43,33.72,62.15,44.56,0.6,Arcilloso,5.6
9346,5090-04-16,5090-08-14,920.16,18.34,88.68,12.89,1901.56,4742.04,476.81,48641.0,N-17 P-19 K-20,Gravedad,39.35,48.65,67.04,44.38,1.0,Arcilloso,6.9
9347,5090-08-14,5090-12-12,452.7,21.25,61.89,12.01,2065.51,3615.16,422.1,42097.0,N-11 P-13 K-20,Aspersion,47.3,58.77,44.32,35.4,1.0,Arenoso,6.8
9348,5090-12-12,5091-04-11,991.31,24.0,83.29,12.45,115.08,3013.77,455.29,42376.0,N-15 P-16 K-16,Aspersion,34.61,59.81,55.29,29.14,0.8,Arenoso,6.8
9349,5091-04-11,5091-08-09,684.09,18.04,73.93,12.83,1384.0,4852.65,428.15,41564.0,N-18 P-12 K-19,Aspersion,30.4,37.1,44.98,26.09,0.6,Arenoso,7.1
9350,5091-08-09,5091-12-07,676.49,19.91,65.11,12.99,71.45,3771.02,460.15,40511.0,N-16 P-14 K-16,Aspersion,42.29,53.15,50.74,40.88,0.9,Franco,7.0
9351,5091-12-07,5092-04-05,948.15,21.83,74.78,12.56,1957.88,4919.83,417.66,48842.0,N-18 P-20 K-11,Aspersion,33.15,57.95,56.63,14.01,0.6,Arenoso,6.5
9352,5092-04-05,5092-08-03,483.45,20.23,75.38,12.0,1404.12,4315.07,488.47,44561.0,N-16 P-11 K-18,Gravedad,40.9,41.43,46.77,32.07,0.6,Franco,6.2
9353,5092-08-03,5092-12-01,600.15,18.95,74.48,12.39,2277.56,3539.28,471.82,41743.0,N-20 P-10 K-14,Goteo,37.36,36.68,51.53,36.4,0.5,Arcilloso,6.4
9354,5092-12-01,5093-03-31,549.48,18.51,88.51,12.53,2437.68,4770.15,482.79,47199.0,N-17 P-14 K-13,Goteo,20.92,43.89,69.5,21.46,0.7,Arcilloso,7.3
9355,5093-03-31,5093-07-29,432.03,20.88,85.58,12.86,2625.86,4854.59,402.06,46152.0,N-18 P-12 K-14,Aspersion,43.19,36.79,58.43,45.91,0.8,Arenoso,5.9
